0.9,1,1.1
15.463585,15.463586,15.463587
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
15.463586,15.463587,15.463588
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
106.8218896,106.8218897,106.8218898
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
0.8603506,0.8603507,0.8603508
