83.77670288,637.093689,2
83.02165222,632.3294067,4
84.00230408,640.0610962,6
83.12525177,639.3251953,8
82.36689758,635.7453003,10
31.73651123,384.7776184,12
82.80226898,640.7445679,14
84.30877686,644.4508667,16
84.34370422,645.6675415,18
83.87041473,645.874939,20
83.72054291,643.475708,22
82.80761719,641.4881592,24
87.91819763,651.8302002,26
86.36902618,647.7501221,28
85.49171448,647.8953247,30
30.27067184,365.0338135,32
84.25313568,635.6039429,34
83.62356567,639.7884521,36
84.962677,645.4760132,38
85.1605835,649.1761475,40
78.55988312,606.1108398,42
84.09460449,631.1074829,44
84.45236969,636.642334,46
83.80253601,636.7507324,48
30.6514492,381.2003174,50
81.03730011,637.3535156,52
82.72955322,643.317627,54
67.4124527,569.8520508,56
82.17251587,641.5667114,58
81.60121918,642.8357544,60
30.86684418,371.4002991,62
79.26473236,622.723938,64
72.019104,592.2025146,66
69.24879456,575.9013672,68
72.30764008,590.0068359,70
50.64506531,488.3005676,72
53.90024185,500.4786682,74
62.49371719,542.571106,76
62.1823616,540.7949829,78
62.53144455,543.2737427,80
84.31771851,645.831543,82
72.03091431,586.68573,84
46.34621811,461.9205322,86
86.41784668,648.9197998,88
81.09487915,628.2095337,90
82.08900452,623.0091553,92
82.31999207,625.6661377,94
83.93357849,632.7210693,96
53.30856323,494.6429749,98
48.0618515,480.7088623,100
44.03990173,456.772583,102
78.52425385,627.7153931,104
44.2772522,461.7938843,106
44.07247162,455.0954895,108
45.00141525,463.5464478,110
45.53733063,465.3063965,112
63.63736725,555.298645,114
43.84471893,449.1208496,116
47.65727997,470.8282166,118
48.62154388,468.4537964,120
47.30396652,463.2769775,122
50.41238022,482.0121765,124
72.07342529,585.503479,126
79.56949615,615.8339844,128
49.25719452,473.5249634,130
67.10453033,562.6124268,132
63.46857071,546.2310181,134
58.17086029,519.9581909,136
49.37156677,478.9317627,138
45.17397308,455.8021851,140
32.63045502,386.161438,142
50.31596375,485.9491272,144
70.31703186,581.5320435,146
45.9648819,454.9368286,148
47.05527496,468.1005249,150
47.37636185,465.6976929,152
41.27993011,434.5325012,154
48.39896774,475.8946838,156
47.81007385,466.4204712,158
50.12960815,476.5223999,160
49.47698975,475.9449158,162
75.35810852,594.222168,164
60.68043518,539.2740479,166
44.47755432,448.3401794,168
